Column1,Name,Description,Type,Reference,Sports,Spiritual,
241,Duke Gaming,The purpose is to be a multi-game gaming organization fostering both the casual and competitive gamers at Duke University. Our focus is to develop a gaming community on campus as well as promote gamers to compete in esports (or âeSportsâ) gaming tournaments with their respective game(s). The goal is to represent the university in a new realm of sports that has been waiting for several years to come.,Group,https://dukegroups.com/DGame/,1,0,
242,Duke Gay Straight Alliance,"Duke HSGSA is a student led organization consisting of LGBTQ+ allies within Duke University. Our mission is to provide a forum in which we can address and discuss LGBTQ+/gender equality issues, establish outreach and awareness regarding sexual health, and ultimately give a voice to those within the community.",Group,https://dukegroups.com/DGSA/,0,0,
243,DukeGIVE,The mission of DGV is to provide GED tutoring to underprivileged and marginalized groups in Durham. DGV seeks to accomplish this mission by weekly tutoring at the Durham Tech center in conjunction with Durham Literacy.,Group,https://dukegroups.com/DGV/,0,0,
244,Duke Hunting & Conservation Club,"The mission of The Duke Hunting & Conservation Club shall be to create a space for undergraduate students passionate about hunting and its role in conserving the environment. DHCC will cater to all types of hunters (deer, bird, boar, etc.), and will encourage students who are interested in hunting to join, regardless of their experience.  DHCC will use their space to create a tight-knit society with bi-weekly meetings, firearm safety courses, social gatherings, guest speakers, and hunting trips.",Group,https://dukegroups.com/DHCC/,0,0,
245,Duke History Union,"Duke History Union is dedicated to providing a space for students to take deep dives into the world of history. Through immersive experiences, engaging speakers, and student discussion, DHU strives to make our past a key part of our present.",Group,https://dukegroups.com/DHU/,0,0,
246,Duke Israel Public Affairs Committee,"The mission of DIPAC is to promote and strengthen the US-Israel relationship through the engagement of student leaders and direct involvement in the American political process. DIPAC seeks to accomplish its state goal by creating a focused organization that gives students the tools to politically advocate for the US-Israel relationship, educating them about ways students on a college campus can influence the political process and pursuing a strategy to support the relationship on campus.",Group,https://dukegroups.com/DIPAC/,0,0,
247,Duke Justice Project,"The mission of DJP is to serve local justice-involved youth and adults through service, advocacy, and education. DJP will seek to accomplish this mission through holding at least bi-weekly meetings, educational training, service events, and government engagement.",Group,https://dukegroups.com/DJP/,0,0,
248,Duke Law Run Club,Duke Law Run Club is an open community of Duke Law runners of all levels. We host weekly group runs on campus and represent Duke Law in other running events.,Group,https://dukegroups.com/DLRC/,0,0,
249,Club Men's Basketball,The Men's Club Basketball team exists to provide a welcoming community and a competitive environment for students at Duke who love the sport and desire greater structure than what pickup games in the rec center can provide. We compete against the many schools around North Carolina and beyond.,Group,https://dukegroups.com/DMCB/,1,0,
250,Duke MIDS Cloud Club,We provide Duke graduate students in the Master in Interdisciplinary Data Science (MIDS) program and those in other disciplines who are passionate about data engineering with a platform and community to build portfolio data engineering projects.,Group,https://dukegroups.com/DMCC/,0,0,
251,Duke Medical Ethics Journal,"As members of DMEJ, participants will gain first-hand editing experience and knowledge of how a publishing process works. In addition, members will work with students from other institutions to create the final product that culminates in the DMEJ publication. Throughout the year when members are not working on the publication, there will be weekly blog posts based on current events in medical ethics.",Group,https://dukegroups.com/DMEJ/,0,0,
252,Duke Medical Science Liaison Club,The mission of DMSLC is to educate its members about the career path and of a medical science liaison through presentations and networking with current MSLs in the field and other industry service positions.,Group,https://dukegroups.com/DMSLC/,0,0,
